Event,Fabric,Color,Style_Persona,Micro_Climate,Suitability_Score,Match_Status
Beach Party,Cotton,Navy Blue,Bold,Indoor (AC),0.39,0
Traditional Wedding,Viscose,Maroon,Professional,Indoor (AC),0.14,0
Corporate Meeting,Viscose,Earth Tone,Professional,Indoor (AC),0.78,1
Gym/Workout,Linen,Earth Tone,Professional,Indoor (AC),0.26,0
Dinner Gala,Polyester,Navy Blue,Professional,Indoor (AC),0.34,0
Temple Visit,Cotton,Emerald Green,Professional,Indoor (AC),0.18,0
Corporate Meeting,Viscose,Maroon,Professional,Indoor (AC),0.68,0
Gym/Workout,Silk,Black,Professional,Indoor (AC),0.33,0
Gym/Workout,Viscose,Maroon,Minimalist,Indoor (AC),0.39,0
Corporate Meeting,Silk,Navy Blue,Bold,Indoor (AC),0.32,0
Dinner Gala,Cotton,White,Minimalist,Indoor (AC),0.26,0
Temple Visit,Polyester,Emerald Green,Minimalist,Outdoor (Humid),0.25,0
Beach Party,Silk,White,Professional,Outdoor (Humid),0.17,0
Beach Party,Linen,Earth Tone,Minimalist,Indoor (AC),0.43,0
Beach Party,Linen,Navy Blue,Minimalist,Indoor (AC),0.11,0
Beach Party,Cotton,Navy Blue,Minimalist,Outdoor (Humid),0.85,1
Beach Party,Georgette,Black,Bold,Outdoor (Humid),0.47,0
Temple Visit,Georgette,Maroon,Bold,Indoor (AC),0.13,0
Traditional Wedding,Georgette,White,Minimalist,Outdoor (Humid),0.53,0
Gym/Workout,Cotton,Emerald Green,Professional,Outdoor (Humid),0.87,1
Traditional Wedding,Georgette,Earth Tone,Professional,Indoor (AC),0.82,1
Corporate Meeting,Polyester,Navy Blue,Bold,Outdoor (Humid),0.14,0
Beach Party,Georgette,Earth Tone,Minimalist,Indoor (AC),0.41,0
Gym/Workout,Linen,Black,Professional,Indoor (AC),0.28,0
Corporate Meeting,Georgette,Navy Blue,Professional,Outdoor (Humid),0.45,0
Beach Party,Cotton,Black,Professional,Indoor (AC),0.4,0
Pola/Market,Linen,Black,Professional,Outdoor (Humid),0.63,0
Dinner Gala,Linen,Maroon,Bold,Outdoor (Humid),0.78,1
Gym/Workout,Silk,White,Bold,Outdoor (Humid),0.11,0
Dinner Gala,Cotton,White,Professional,Indoor (AC),0.3,0
Gym/Workout,Silk,White,Professional,Indoor (AC),0.57,0
Temple Visit,Linen,White,Professional,Outdoor (Humid),0.76,1
Traditional Wedding,Silk,Maroon,Minimalist,Indoor (AC),0.8,1
Traditional Wedding,Cotton,Earth Tone,Bold,Indoor (AC),0.35,0
Temple Visit,Viscose,Maroon,Professional,Indoor (AC),0.4,0
Pola/Market,Silk,Earth Tone,Bold,Outdoor (Humid),0.28,0
Dinner Gala,Cotton,White,Minimalist,Indoor (AC),0.49,0
Traditional Wedding,Linen,Black,Bold,Indoor (AC),0.42,0
Traditional Wedding,Polyester,Emerald Green,Bold,Outdoor (Humid),0.5,0
Traditional Wedding,Cotton,Earth Tone,Bold,Outdoor (Humid),0.64,0
Pola/Market,Linen,Maroon,Minimalist,Indoor (AC),0.47,0
Dinner Gala,Polyester,Earth Tone,Bold,Indoor (AC),0.45,0
Traditional Wedding,Polyester,White,Bold,Outdoor (Humid),0.41,0
Dinner Gala,Silk,Earth Tone,Minimalist,Outdoor (Humid),0.71,0
Gym/Workout,Linen,Emerald Green,Bold,Indoor (AC),0.34,0
Temple Visit,Viscose,Emerald Green,Bold,Indoor (AC),0.4,0
Pola/Market,Cotton,Emerald Green,Minimalist,Outdoor (Humid),0.59,0
Pola/Market,Georgette,Earth Tone,Professional,Outdoor (Humid),0.36,0
Corporate Meeting,Linen,White,Bold,Outdoor (Humid),0.67,0
Dinner Gala,Cotton,White,Minimalist,Indoor (AC),0.23,0
Traditional Wedding,Silk,White,Professional,Indoor (AC),0.72,0
Gym/Workout,Polyester,Navy Blue,Bold,Indoor (AC),0.38,0
Corporate Meeting,Linen,Earth Tone,Professional,Indoor (AC),0.57,0
Dinner Gala,Georgette,Earth Tone,Minimalist,Outdoor (Humid),0.8,1
Beach Party,Linen,Earth Tone,Professional,Outdoor (Humid),0.52,0
Beach Party,Cotton,Emerald Green,Professional,Indoor (AC),0.4,0
Gym/Workout,Polyester,White,Bold,Outdoor (Humid),0.35,0
Dinner Gala,Silk,White,Bold,Outdoor (Humid),0.62,0
Pola/Market,Polyester,Earth Tone,Minimalist,Indoor (AC),0.3,0
Dinner Gala,Silk,Maroon,Bold,Indoor (AC),1.0,1
Dinner Gala,Cotton,Earth Tone,Professional,Outdoor (Humid),0.68,0
Temple Visit,Polyester,Emerald Green,Minimalist,Outdoor (Humid),0.12,0
Dinner Gala,Cotton,Emerald Green,Minimalist,Indoor (AC),0.3,0
Corporate Meeting,Linen,Earth Tone,Bold,Outdoor (Humid),0.72,0
Dinner Gala,Silk,Black,Professional,Indoor (AC),0.71,0
Gym/Workout,Georgette,Navy Blue,Minimalist,Indoor (AC),0.21,0
Beach Party,Linen,Navy Blue,Minimalist,Indoor (AC),0.25,0
Dinner Gala,Silk,Emerald Green,Professional,Indoor (AC),0.79,1
Corporate Meeting,Polyester,Navy Blue,Minimalist,Outdoor (Humid),0.4,0
Dinner Gala,Viscose,Navy Blue,Professional,Outdoor (Humid),0.14,0
Traditional Wedding,Georgette,Black,Bold,Indoor (AC),0.61,0
Corporate Meeting,Cotton,White,Bold,Outdoor (Humid),0.72,0
Gym/Workout,Georgette,Earth Tone,Professional,Outdoor (Humid),0.5,0
Corporate Meeting,Cotton,Navy Blue,Professional,Outdoor (Humid),0.99,1
Dinner Gala,Georgette,Navy Blue,Minimalist,Indoor (AC),0.66,0
Traditional Wedding,Cotton,Black,Professional,Outdoor (Humid),0.78,1
Dinner Gala,Viscose,Navy Blue,Minimalist,Indoor (AC),0.23,0
Temple Visit,Cotton,Earth Tone,Professional,Outdoor (Humid),0.51,0
Traditional Wedding,Silk,Maroon,Minimalist,Indoor (AC),0.95,1
Gym/Workout,Georgette,Maroon,Minimalist,Indoor (AC),0.33,0
Gym/Workout,Viscose,Emerald Green,Bold,Indoor (AC),0.14,0
Gym/Workout,Viscose,White,Bold,Indoor (AC),0.46,0
Dinner Gala,Silk,White,Professional,Outdoor (Humid),0.68,0
Temple Visit,Georgette,Maroon,Minimalist,Indoor (AC),0.47,0
Traditional Wedding,Polyester,Earth Tone,Minimalist,Outdoor (Humid),0.16,0
Pola/Market,Viscose,Maroon,Minimalist,Outdoor (Humid),0.23,0
Pola/Market,Viscose,Emerald Green,Professional,Indoor (AC),0.46,0
Corporate Meeting,Polyester,White,Bold,Outdoor (Humid),0.48,0
Gym/Workout,Polyester,Navy Blue,Professional,Indoor (AC),0.33,0
Beach Party,Silk,Emerald Green,Bold,Outdoor (Humid),0.12,0
Corporate Meeting,Silk,White,Professional,Outdoor (Humid),0.61,0
Dinner Gala,Viscose,Earth Tone,Bold,Indoor (AC),0.35,0
Corporate Meeting,Linen,Emerald Green,Professional,Indoor (AC),0.56,0
Beach Party,Viscose,Navy Blue,Minimalist,Indoor (AC),0.38,0
Gym/Workout,Cotton,Maroon,Bold,Indoor (AC),0.32,0
Dinner Gala,Viscose,Black,Bold,Outdoor (Humid),0.3,0
Beach Party,Polyester,Black,Professional,Outdoor (Humid),0.12,0
Corporate Meeting,Linen,Earth Tone,Minimalist,Outdoor (Humid),0.56,0
Beach Party,Cotton,Black,Bold,Indoor (AC),0.22,0
Temple Visit,Silk,Maroon,Bold,Outdoor (Humid),0.23,0
Gym/Workout,Viscose,Emerald Green,Minimalist,Indoor (AC),0.12,0
Gym/Workout,Silk,Maroon,Professional,Outdoor (Humid),0.25,0
Dinner Gala,Cotton,Black,Minimalist,Outdoor (Humid),0.72,0
Dinner Gala,Polyester,Earth Tone,Bold,Outdoor (Humid),0.17,0
Traditional Wedding,Silk,Emerald Green,Minimalist,Indoor (AC),0.91,1
Corporate Meeting,Linen,Navy Blue,Minimalist,Outdoor (Humid),0.71,0
Gym/Workout,Georgette,Navy Blue,Professional,Indoor (AC),0.11,0
Gym/Workout,Viscose,Maroon,Bold,Outdoor (Humid),0.28,0
Traditional Wedding,Viscose,White,Bold,Indoor (AC),0.14,0
Gym/Workout,Silk,White,Minimalist,Outdoor (Humid),0.33,0
Temple Visit,Georgette,Earth Tone,Bold,Indoor (AC),0.2,0
Beach Party,Viscose,Emerald Green,Minimalist,Indoor (AC),0.31,0
Dinner Gala,Cotton,Maroon,Bold,Indoor (AC),0.23,0
Traditional Wedding,Linen,White,Bold,Indoor (AC),0.1,0
Traditional Wedding,Silk,Navy Blue,Bold,Outdoor (Humid),0.56,0
Temple Visit,Cotton,Maroon,Professional,Indoor (AC),0.46,0
Traditional Wedding,Linen,White,Minimalist,Outdoor (Humid),0.5,0
Corporate Meeting,Cotton,Earth Tone,Professional,Outdoor (Humid),1.0,1
Corporate Meeting,Linen,White,Professional,Outdoor (Humid),0.86,1
Corporate Meeting,Georgette,Black,Minimalist,Outdoor (Humid),0.14,0
Temple Visit,Polyester,Maroon,Bold,Outdoor (Humid),0.37,0
Beach Party,Georgette,Maroon,Bold,Outdoor (Humid),0.35,0
Beach Party,Cotton,Navy Blue,Professional,Outdoor (Humid),0.77,1
Corporate Meeting,Polyester,Earth Tone,Bold,Outdoor (Humid),0.28,0
Pola/Market,Polyester,White,Bold,Indoor (AC),0.38,0
Temple Visit,Georgette,Maroon,Bold,Indoor (AC),0.18,0
Beach Party,Silk,Emerald Green,Minimalist,Indoor (AC),0.47,0
Pola/Market,Viscose,Black,Professional,Indoor (AC),0.45,0
Gym/Workout,Viscose,Maroon,Bold,Outdoor (Humid),0.14,0
Traditional Wedding,Polyester,Earth Tone,Bold,Outdoor (Humid),0.37,0
Dinner Gala,Cotton,Black,Minimalist,Outdoor (Humid),0.51,0
Corporate Meeting,Viscose,Maroon,Professional,Indoor (AC),0.54,0
Dinner Gala,Polyester,Emerald Green,Professional,Outdoor (Humid),0.22,0
Dinner Gala,Viscose,Navy Blue,Minimalist,Outdoor (Humid),0.4,0
Beach Party,Polyester,Navy Blue,Minimalist,Outdoor (Humid),0.3,0
Dinner Gala,Georgette,Black,Bold,Indoor (AC),0.52,0
Temple Visit,Viscose,Earth Tone,Minimalist,Outdoor (Humid),0.41,0
Dinner Gala,Viscose,White,Professional,Outdoor (Humid),0.37,0
Gym/Workout,Viscose,Maroon,Professional,Indoor (AC),0.19,0
Pola/Market,Polyester,Black,Professional,Indoor (AC),0.18,0
Beach Party,Cotton,Maroon,Minimalist,Indoor (AC),0.19,0
Traditional Wedding,Linen,Black,Minimalist,Indoor (AC),0.41,0
Corporate Meeting,Cotton,Black,Bold,Outdoor (Humid),0.75,1
Corporate Meeting,Cotton,Maroon,Minimalist,Outdoor (Humid),0.88,1
Pola/Market,Polyester,White,Professional,Outdoor (Humid),0.32,0
Traditional Wedding,Viscose,Maroon,Minimalist,Outdoor (Humid),0.12,0
Gym/Workout,Linen,Navy Blue,Minimalist,Indoor (AC),0.38,0
Traditional Wedding,Cotton,Earth Tone,Bold,Indoor (AC),0.17,0
Dinner Gala,Polyester,Black,Minimalist,Indoor (AC),0.17,0
Corporate Meeting,Cotton,Navy Blue,Bold,Indoor (AC),0.25,0
Corporate Meeting,Linen,Navy Blue,Minimalist,Indoor (AC),0.22,0
Dinner Gala,Linen,Black,Bold,Outdoor (Humid),0.76,1
Corporate Meeting,Linen,White,Bold,Indoor (AC),0.31,0
Corporate Meeting,Silk,Earth Tone,Bold,Indoor (AC),0.38,0
Corporate Meeting,Viscose,Emerald Green,Professional,Indoor (AC),0.57,0
Beach Party,Cotton,Maroon,Bold,Indoor (AC),0.28,0
Beach Party,Cotton,Earth Tone,Minimalist,Outdoor (Humid),0.57,0
Beach Party,Cotton,Earth Tone,Professional,Indoor (AC),0.45,0
Traditional Wedding,Silk,Earth Tone,Professional,Outdoor (Humid),0.86,1
Dinner Gala,Viscose,Maroon,Professional,Indoor (AC),0.21,0
Beach Party,Polyester,Navy Blue,Bold,Indoor (AC),0.15,0
Gym/Workout,Polyester,Earth Tone,Professional,Outdoor (Humid),0.4,0
Beach Party,Georgette,White,Bold,Outdoor (Humid),0.42,0
Gym/Workout,Viscose,Navy Blue,Minimalist,Indoor (AC),0.15,0
Temple Visit,Linen,Earth Tone,Minimalist,Outdoor (Humid),0.86,1
Dinner Gala,Silk,Emerald Green,Minimalist,Indoor (AC),0.85,1
Dinner Gala,Linen,White,Bold,Outdoor (Humid),0.53,0
Beach Party,Viscose,Navy Blue,Professional,Indoor (AC),0.41,0
Corporate Meeting,Linen,Black,Bold,Outdoor (Humid),0.81,1
Temple Visit,Cotton,Earth Tone,Professional,Indoor (AC),0.4,0
Beach Party,Georgette,Maroon,Minimalist,Indoor (AC),0.17,0
Corporate Meeting,Linen,Black,Bold,Indoor (AC),0.42,0
Beach Party,Viscose,Earth Tone,Professional,Indoor (AC),0.21,0
Corporate Meeting,Polyester,Maroon,Bold,Indoor (AC),0.34,0
Corporate Meeting,Viscose,Earth Tone,Bold,Indoor (AC),0.34,0
Dinner Gala,Silk,White,Professional,Outdoor (Humid),0.76,1
Pola/Market,Viscose,Emerald Green,Bold,Indoor (AC),0.33,0
Corporate Meeting,Linen,Emerald Green,Minimalist,Indoor (AC),0.49,0
Beach Party,Georgette,White,Minimalist,Indoor (AC),0.4,0
Dinner Gala,Cotton,White,Bold,Indoor (AC),0.28,0
Beach Party,Viscose,Black,Minimalist,Indoor (AC),0.42,0
Traditional Wedding,Cotton,Maroon,Professional,Indoor (AC),0.31,0
Beach Party,Viscose,Emerald Green,Bold,Outdoor (Humid),0.36,0
Temple Visit,Silk,Maroon,Minimalist,Indoor (AC),0.55,0
Temple Visit,Viscose,Maroon,Minimalist,Outdoor (Humid),0.26,0
Traditional Wedding,Georgette,Black,Professional,Indoor (AC),0.65,0
Pola/Market,Georgette,Black,Professional,Outdoor (Humid),0.42,0
Traditional Wedding,Viscose,Maroon,Minimalist,Indoor (AC),0.48,0
Gym/Workout,Georgette,Emerald Green,Bold,Indoor (AC),0.45,0
Traditional Wedding,Viscose,Black,Bold,Indoor (AC),0.37,0
Dinner Gala,Viscose,White,Professional,Outdoor (Humid),0.48,0
Gym/Workout,Viscose,White,Professional,Indoor (AC),0.22,0
Pola/Market,Georgette,Emerald Green,Minimalist,Indoor (AC),0.31,0
Temple Visit,Linen,Earth Tone,Bold,Outdoor (Humid),0.54,0
Beach Party,Viscose,Navy Blue,Bold,Indoor (AC),0.25,0
Dinner Gala,Georgette,Emerald Green,Bold,Indoor (AC),0.69,0
Gym/Workout,Polyester,Navy Blue,Minimalist,Indoor (AC),0.27,0
Corporate Meeting,Georgette,Earth Tone,Professional,Outdoor (Humid),0.47,0
Pola/Market,Polyester,Emerald Green,Bold,Indoor (AC),0.11,0
Dinner Gala,Polyester,Maroon,Minimalist,Indoor (AC),0.43,0
Beach Party,Linen,Emerald Green,Minimalist,Indoor (AC),0.5,0
Gym/Workout,Viscose,Earth Tone,Professional,Indoor (AC),0.35,0
Pola/Market,Cotton,Emerald Green,Minimalist,Indoor (AC),0.49,0
Beach Party,Linen,Navy Blue,Bold,Outdoor (Humid),0.69,0
Traditional Wedding,Viscose,Emerald Green,Professional,Outdoor (Humid),0.39,0
Gym/Workout,Viscose,Emerald Green,Professional,Indoor (AC),0.39,0
Gym/Workout,Cotton,Earth Tone,Minimalist,Indoor (AC),0.13,0
Temple Visit,Cotton,Maroon,Bold,Outdoor (Humid),0.55,0
Dinner Gala,Linen,White,Professional,Outdoor (Humid),0.65,0
Temple Visit,Georgette,White,Bold,Indoor (AC),0.35,0
Temple Visit,Polyester,White,Minimalist,Outdoor (Humid),0.3,0
Temple Visit,Silk,Black,Minimalist,Outdoor (Humid),0.45,0
Traditional Wedding,Silk,Earth Tone,Minimalist,Indoor (AC),0.83,1
Corporate Meeting,Georgette,Maroon,Bold,Indoor (AC),0.47,0
Beach Party,Linen,Emerald Green,Professional,Outdoor (Humid),0.71,0
Beach Party,Silk,White,Professional,Outdoor (Humid),0.16,0
Beach Party,Cotton,Maroon,Professional,Outdoor (Humid),0.64,0
Gym/Workout,Polyester,White,Bold,Indoor (AC),0.26,0
Gym/Workout,Polyester,White,Minimalist,Outdoor (Humid),0.11,0
Beach Party,Linen,Earth Tone,Minimalist,Indoor (AC),0.25,0
Corporate Meeting,Cotton,Black,Bold,Outdoor (Humid),0.75,1
Traditional Wedding,Silk,Emerald Green,Bold,Indoor (AC),0.74,0
Pola/Market,Cotton,Maroon,Minimalist,Indoor (AC),0.38,0
Temple Visit,Cotton,Earth Tone,Bold,Outdoor (Humid),0.55,0
Beach Party,Polyester,Earth Tone,Minimalist,Outdoor (Humid),0.23,0
Beach Party,Polyester,Emerald Green,Bold,Indoor (AC),0.22,0
Dinner Gala,Polyester,Black,Bold,Indoor (AC),0.33,0
Temple Visit,Georgette,Emerald Green,Professional,Indoor (AC),0.5,0
Temple Visit,Linen,Maroon,Bold,Indoor (AC),0.3,0
Traditional Wedding,Silk,Navy Blue,Professional,Outdoor (Humid),0.86,1
Corporate Meeting,Viscose,Emerald Green,Bold,Indoor (AC),0.43,0
Gym/Workout,Georgette,White,Professional,Outdoor (Humid),0.4,0
Traditional Wedding,Georgette,Black,Minimalist,Outdoor (Humid),0.52,0
Gym/Workout,Viscose,Emerald Green,Bold,Outdoor (Humid),0.28,0
Beach Party,Polyester,Navy Blue,Bold,Indoor (AC),0.23,0
Traditional Wedding,Linen,Black,Bold,Outdoor (Humid),0.57,0
Dinner Gala,Georgette,Earth Tone,Bold,Indoor (AC),0.67,0
Dinner Gala,Silk,Maroon,Minimalist,Indoor (AC),0.78,1
Beach Party,Georgette,Emerald Green,Professional,Outdoor (Humid),0.3,0
Traditional Wedding,Linen,Navy Blue,Bold,Indoor (AC),0.5,0
Traditional Wedding,Linen,Black,Bold,Indoor (AC),0.34,0
Gym/Workout,Cotton,White,Professional,Indoor (AC),0.16,0
Traditional Wedding,Georgette,Navy Blue,Bold,Outdoor (Humid),0.73,0
Corporate Meeting,Silk,Maroon,Professional,Outdoor (Humid),0.7,0
Pola/Market,Viscose,Earth Tone,Minimalist,Indoor (AC),0.11,0
Temple Visit,Georgette,Maroon,Bold,Outdoor (Humid),0.34,0
Traditional Wedding,Viscose,Earth Tone,Professional,Indoor (AC),0.26,0
Traditional Wedding,Polyester,Navy Blue,Minimalist,Indoor (AC),0.4,0
Traditional Wedding,Silk,Black,Minimalist,Indoor (AC),0.79,1
Traditional Wedding,Cotton,Navy Blue,Professional,Outdoor (Humid),0.56,0
Temple Visit,Cotton,White,Bold,Indoor (AC),0.27,0
Beach Party,Viscose,Navy Blue,Bold,Outdoor (Humid),0.24,0
Beach Party,Viscose,Maroon,Minimalist,Indoor (AC),0.14,0
Beach Party,Linen,Emerald Green,Bold,Indoor (AC),0.46,0
Traditional Wedding,Viscose,White,Professional,Outdoor (Humid),0.3,0
Traditional Wedding,Georgette,Navy Blue,Professional,Outdoor (Humid),0.69,0
Dinner Gala,Viscose,Black,Minimalist,Indoor (AC),0.45,0
Beach Party,Viscose,White,Bold,Indoor (AC),0.48,0
Beach Party,Georgette,White,Bold,Outdoor (Humid),0.3,0
Corporate Meeting,Polyester,Emerald Green,Professional,Indoor (AC),0.67,0
Temple Visit,Silk,Earth Tone,Minimalist,Outdoor (Humid),0.37,0
Dinner Gala,Cotton,Black,Professional,Outdoor (Humid),0.61,0
Temple Visit,Cotton,Emerald Green,Minimalist,Indoor (AC),0.26,0
Gym/Workout,Cotton,Emerald Green,Minimalist,Outdoor (Humid),0.67,0
Temple Visit,Silk,Navy Blue,Bold,Indoor (AC),0.36,0
Corporate Meeting,Cotton,Emerald Green,Bold,Outdoor (Humid),0.5,0
Beach Party,Silk,Navy Blue,Professional,Indoor (AC),0.65,0
Temple Visit,Cotton,Earth Tone,Bold,Indoor (AC),0.36,0
Pola/Market,Polyester,Emerald Green,Minimalist,Indoor (AC),0.17,0
Temple Visit,Viscose,White,Professional,Indoor (AC),0.23,0
Gym/Workout,Georgette,Black,Bold,Outdoor (Humid),0.49,0
Dinner Gala,Viscose,Black,Minimalist,Outdoor (Humid),0.49,0
Dinner Gala,Linen,Emerald Green,Minimalist,Indoor (AC),0.39,0
Traditional Wedding,Linen,White,Bold,Indoor (AC),0.43,0
Beach Party,Cotton,Black,Bold,Indoor (AC),0.22,0
Temple Visit,Georgette,White,Minimalist,Outdoor (Humid),0.21,0
Gym/Workout,Polyester,Black,Minimalist,Indoor (AC),0.49,0
Gym/Workout,Silk,Navy Blue,Minimalist,Outdoor (Humid),0.11,0
Traditional Wedding,Georgette,Black,Minimalist,Indoor (AC),0.85,1
Beach Party,Linen,Emerald Green,Minimalist,Indoor (AC),0.33,0
Temple Visit,Linen,Black,Professional,Outdoor (Humid),0.51,0
Temple Visit,Viscose,Navy Blue,Professional,Indoor (AC),0.2,0
Temple Visit,Viscose,Maroon,Minimalist,Outdoor (Humid),0.31,0
Dinner Gala,Polyester,Emerald Green,Minimalist,Outdoor (Humid),0.17,0
Gym/Workout,Polyester,White,Minimalist,Indoor (AC),0.42,0
Gym/Workout,Linen,Navy Blue,Minimalist,Indoor (AC),0.14,0
Beach Party,Georgette,White,Bold,Indoor (AC),0.44,0
Corporate Meeting,Polyester,Black,Minimalist,Outdoor (Humid),0.31,0
Beach Party,Viscose,Black,Minimalist,Outdoor (Humid),0.34,0
Pola/Market,Viscose,Emerald Green,Professional,Outdoor (Humid),0.33,0
Corporate Meeting,Linen,Earth Tone,Bold,Outdoor (Humid),0.85,1
Temple Visit,Polyester,White,Bold,Indoor (AC),0.13,0
Gym/Workout,Cotton,Black,Bold,Indoor (AC),0.22,0
Traditional Wedding,Viscose,Black,Professional,Indoor (AC),0.17,0
Corporate Meeting,Polyester,Earth Tone,Minimalist,Indoor (AC),0.45,0
Traditional Wedding,Polyester,Navy Blue,Bold,Indoor (AC),0.47,0
Gym/Workout,Cotton,White,Bold,Indoor (AC),0.3,0
Beach Party,Cotton,Emerald Green,Professional,Outdoor (Humid),0.6,0
Temple Visit,Cotton,Black,Professional,Indoor (AC),0.1,0
Gym/Workout,Polyester,Emerald Green,Bold,Indoor (AC),0.45,0
Pola/Market,Viscose,Earth Tone,Professional,Indoor (AC),0.37,0
Dinner Gala,Viscose,White,Minimalist,Indoor (AC),0.11,0
Dinner Gala,Georgette,Maroon,Professional,Indoor (AC),0.85,1
Beach Party,Cotton,White,Minimalist,Indoor (AC),0.13,0
Temple Visit,Silk,Emerald Green,Minimalist,Outdoor (Humid),0.14,0
Gym/Workout,Silk,Emerald Green,Minimalist,Outdoor (Humid),0.22,0
Corporate Meeting,Linen,Earth Tone,Professional,Outdoor (Humid),0.84,1
Dinner Gala,Cotton,Navy Blue,Minimalist,Outdoor (Humid),0.52,0
Pola/Market,Viscose,Black,Bold,Outdoor (Humid),0.25,0
Corporate Meeting,Silk,Maroon,Minimalist,Indoor (AC),0.3,0
Temple Visit,Polyester,Earth Tone,Professional,Indoor (AC),0.46,0
Temple Visit,Viscose,Maroon,Professional,Indoor (AC),0.39,0
Traditional Wedding,Linen,Navy Blue,Minimalist,Indoor (AC),0.46,0
Beach Party,Linen,Navy Blue,Bold,Outdoor (Humid),0.86,1
Gym/Workout,Viscose,Black,Bold,Indoor (AC),0.25,0
Corporate Meeting,Georgette,Earth Tone,Professional,Outdoor (Humid),0.77,1
Traditional Wedding,Silk,Maroon,Professional,Indoor (AC),0.87,1
Gym/Workout,Cotton,Emerald Green,Bold,Outdoor (Humid),0.88,1
Dinner Gala,Cotton,Earth Tone,Professional,Indoor (AC),0.28,0
Pola/Market,Silk,Emerald Green,Bold,Outdoor (Humid),0.47,0
Temple Visit,Silk,Emerald Green,Bold,Outdoor (Humid),0.45,0
Traditional Wedding,Georgette,Navy Blue,Minimalist,Indoor (AC),0.51,0
Gym/Workout,Cotton,Maroon,Bold,Indoor (AC),0.28,0
Pola/Market,Georgette,White,Bold,Indoor (AC),0.35,0
Traditional Wedding,Linen,Black,Minimalist,Indoor (AC),0.41,0
Traditional Wedding,Polyester,White,Professional,Outdoor (Humid),0.24,0
Corporate Meeting,Linen,Emerald Green,Professional,Outdoor (Humid),1.0,1
Pola/Market,Viscose,Earth Tone,Minimalist,Indoor (AC),0.41,0
Temple Visit,Cotton,Earth Tone,Professional,Outdoor (Humid),0.55,0
Pola/Market,Georgette,Earth Tone,Professional,Outdoor (Humid),0.36,0
Temple Visit,Linen,Navy Blue,Minimalist,Indoor (AC),0.35,0
Traditional Wedding,Cotton,White,Professional,Outdoor (Humid),0.73,0
Beach Party,Georgette,Black,Bold,Outdoor (Humid),0.2,0
Dinner Gala,Georgette,Earth Tone,Minimalist,Outdoor (Humid),0.62,0
Gym/Workout,Cotton,Black,Minimalist,Indoor (AC),0.22,0
Beach Party,Polyester,White,Minimalist,Outdoor (Humid),0.3,0
Corporate Meeting,Linen,Black,Professional,Outdoor (Humid),1.0,1
Corporate Meeting,Cotton,Maroon,Minimalist,Outdoor (Humid),0.82,1
Dinner Gala,Cotton,Black,Minimalist,Indoor (AC),0.11,0
Dinner Gala,Cotton,White,Professional,Indoor (AC),0.14,0
Temple Visit,Viscose,White,Minimalist,Indoor (AC),0.28,0
Dinner Gala,Linen,White,Professional,Outdoor (Humid),0.82,1
Beach Party,Linen,Maroon,Minimalist,Indoor (AC),0.11,0
Dinner Gala,Viscose,Black,Bold,Indoor (AC),0.23,0
Temple Visit,Georgette,Maroon,Minimalist,Outdoor (Humid),0.36,0
Beach Party,Georgette,Emerald Green,Bold,Outdoor (Humid),0.49,0
Beach Party,Silk,Maroon,Professional,Outdoor (Humid),0.22,0
Temple Visit,Polyester,Emerald Green,Bold,Outdoor (Humid),0.18,0
Temple Visit,Silk,Black,Professional,Outdoor (Humid),0.31,0
Gym/Workout,Georgette,Emerald Green,Professional,Indoor (AC),0.5,0
Beach Party,Cotton,Black,Minimalist,Outdoor (Humid),0.61,0
Beach Party,Linen,Earth Tone,Professional,Outdoor (Humid),0.63,0
Corporate Meeting,Silk,Black,Professional,Indoor (AC),0.61,0
Pola/Market,Polyester,Maroon,Minimalist,Outdoor (Humid),0.35,0
Gym/Workout,Linen,Black,Bold,Outdoor (Humid),0.76,1
Beach Party,Cotton,Black,Professional,Outdoor (Humid),0.53,0
Pola/Market,Cotton,Emerald Green,Bold,Outdoor (Humid),0.76,1
Corporate Meeting,Cotton,Maroon,Bold,Indoor (AC),0.3,0
Beach Party,Viscose,Emerald Green,Professional,Outdoor (Humid),0.18,0
Gym/Workout,Viscose,Emerald Green,Bold,Indoor (AC),0.35,0
Gym/Workout,Viscose,Black,Bold,Indoor (AC),0.22,0
